property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat," Sheth Beau Pride, Bandra",0.92,4,5,3+,Moderately Old,1895,0,0,1,Medium,High Floor
flat, Ashar Sapphire,3.25,4,4,3+,Under Construction,2553,1,0,0,Medium,High Floor
flat, Ashwamedh Atlantis,1.76,4,4,3+,Relatively New,2020,0,0,1,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.75,4,4,2,Relatively New,1819,0,0,1,Medium,Mid Floor
house, Atlanta CHS,5.25,4,4,2,Old Property,1935,1,0,1,Medium,Low Floor
house, Atlanta CHS,2.5,7,7,3,Relatively New,963,0,0,2,Low,Mid Floor
flat, Ambrosia,0.4,2,2,1,Relatively New,515,0,0,0,Low,High Floor
flat, Ashwamedh Atlantis,0.9,3,4,3,Relatively New,1765,1,0,0,High,Mid Floor
flat, Piramal Mahalaxmi,0.95,2,2,2,Relatively New,915,0,0,0,Low,High Floor
flat, Birla Niyaara Worli,1.7,4,3,3,Relatively New,2111,0,0,1,Low,Low Floor
house, Ajmera Treon,0.47,2,2,1,New Property,50,0,0,1,Medium,Low Floor
flat, Amardeep Anutham,0.95,2,2,3+,Relatively New,940,0,0,0,Low,Low Floor
flat, Arihant Anmol Phase II,1.37,3,3,1,Relatively New,1392,0,0,0,Medium,High Floor
flat," Lodha Allura, Worli",0.35,2,2,2,New Property,616,0,0,0,Medium,High Floor
flat, Ahuja Tower,1.8,3,3,3+,Relatively New,1545,1,0,2,High,Mid Floor
house," Lodha Allura, Worli",1.35,5,5,3+,Relatively New,1350,0,0,0,Low,Mid Floor
flat, Amidhara,2.51,3,3,3,Moderately Old,2093,0,1,1,Medium,High Floor
flat, Aditya Purnima Pride,0.22,2,2,1,Relatively New,570,0,0,2,Low,Low Floor
flat, A K Plaza,2.45,3,3,3+,Relatively New,1800,0,0,0,Medium,High Floor
flat, Arihant Anmol Phase II,1.2,2,3,0,Relatively New,1100,0,0,0,Medium,Low Floor
flat, Arkade Earth Hazel,1.25,3,2,1,New Property,1529,0,0,0,Medium,Low Floor
house, Acharya Aashram,2.2,3,3,2,Old Property,909,0,1,1,Medium,Mid Floor
flat, Hiranandani Garden Powai,1.91,2,2,2,New Property,1278,0,0,2,Medium,High Floor
flat," Lodha Allura, Worli",0.95,2,2,3+,New Property,1129,0,0,1,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",0.88,2,2,0,New Property,1103,0,0,0,Low,Low Floor
house, ANA Avant Garde Phase 1,7.69,4,5,3,Moderately Old,3195,1,1,1,Medium,Low Floor
flat, A Surti Universal Cubical,1.1,3,3,3+,Old Property,2176,1,0,0,Medium,Mid Floor
house, Ashoka Swaroop Residency,0.9,2,4,3,Moderately Old,785,1,0,0,Low,Mid Floor
flat, Arihant Anmol Phase II,1.32,3,3,1,Relatively New,1419,0,0,1,Medium,High Floor
flat, Ashford Royale,1.9,3,3,3,New Property,1765,1,1,0,Low,Mid Floor
flat, A Kumar Vastu Pinnacle,4.25,3,4,3,Under Construction,2077,0,0,0,Low,Mid Floor
house, Prestige Jasdan Classic,4.5,5,5,3+,Old Property,1350,0,0,0,Low,Low Floor
flat," Lodha Allura, Worli",1.2,3,3,0,Relatively New,1780,0,0,0,Medium,High Floor
flat, Aadi Allure Wings A To E,2.2,3,4,3+,Relatively New,1900,1,0,2,Medium,Mid Floor
house, Arkade Earth,4.05,3,3,3,Moderately Old,2000,1,1,0,Low,Low Floor
house, Ajita Complex,3.1,5,4,3+,Moderately Old,1548,1,1,1,Medium,Low Floor
flat, A K Plaza,1.55,2,2,3+,Relatively New,1300,0,0,0,Medium,High Floor
flat," Ahuja Towers, Prabhadevi",1.5,3,3,3,Relatively New,1923,1,0,0,Medium,Mid Floor
house, Ajmera Treon,0.65,2,1,1,Moderately Old,500,0,0,0,Low,Mid Floor
flat, Amarnath Towers,1.5,3,3,3+,New Property,1674,0,0,0,Low,High Floor
flat, Agami Emerald,1.1,2,2,3,Moderately Old,1100,0,0,1,Low,Mid Floor
house, Raymond Tenx Habitat Delhi,5.85,4,5,3+,Relatively New,2214,1,0,1,Medium,Low Floor
flat, Adinath Saanvi Heights,1.75,4,5,3+,Relatively New,2535,0,0,0,Medium,Low Floor
house, Hiranandani Garden Powai,1.39,2,2,1,Old Property,1450,0,1,0,Low,Mid Floor
flat, Hiranandani Garden Powai,5.5,4,5,3+,Moderately Old,3406,1,0,1,Low,Mid Floor
flat, Alfa Mana A M Residency,3.2,3,3,3,Relatively New,1800,1,1,1,Medium,High Floor
flat, Ashford Royale,1,3,2,2,Moderately Old,1078,0,0,0,Medium,Mid Floor
house, Andheri Green Field Towers CHSL,5.15,3,9,3+,Relatively New,1935,0,1,1,Medium,Mid Floor
flat, Aadi Allure Wings A To E,0.88,2,2,3,Relatively New,1223,0,0,1,Medium,Mid Floor
flat, Shapoorji Pallonji Skyraa,2.9,3,4,2,Relatively New,2003,0,0,0,Medium,High Floor
flat," Sheth Beau Pride, Bandra",0.75,3,3,3,Relatively New,1415,0,0,1,Low,Low Floor
house, Ankurdev Danvijay CHSL,7.25,8,8,3+,Moderately Old,2471,0,0,1,Low,Low Floor
house, Ashoka Swaroop Residency,0.45,1,1,0,Old Property,936,0,0,0,Low,Low Floor
flat, Amarnath Towers,1.62,3,2,3+,Relatively New,1463,0,0,2,Low,Mid Floor
house, Amidhara,11.5,5,6,0,Moderately Old,3240,0,0,0,Low,Low Floor
house, Apsara Heritage,3.6,4,4,2,Old Property,1728,1,1,0,Medium,Low Floor
house, Acharya Aashram,3.6,5,5,3+,Moderately Old,1449,1,0,1,Medium,Mid Floor
flat, Godrej Horizon Delhi,2.01,2,2,3,New Property,1482,0,0,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",0.21,1,1,1,Relatively New,336,0,0,0,Medium,Low Floor
flat, Ajmera I Land,2.05,2,3,2,Relatively New,1520,0,1,1,High,Low Floor
flat, Ankurdev Danvijay CHSL,0.45,1,1,2,Old Property,543,0,0,0,Medium,Mid Floor
flat, Arsiwala Essar Apex,0.75,2,2,3,Moderately Old,1410,0,0,0,Medium,High Floor
flat, Godrej Horizon Delhi,6.15,3,3,3,Moderately Old,3027,1,0,1,Medium,High Floor
flat," Ahuja Towers, Prabhadevi",1.16,3,3,2,Under Construction,1581,0,0,0,Medium,Mid Floor
flat, Arihant Residency,2.03,3,4,3+,Relatively New,2031,1,0,0,Medium,Mid Floor
flat, Anora Residency,1.43,3,3,3+,Relatively New,1845,1,0,0,Low,Low Floor
flat, Ashwamedh Atlantis,0.92,3,4,3,Relatively New,1493,1,0,0,Medium,Mid Floor
flat, Arkade Earth,4.52,5,5,3+,Moderately Old,3724,1,0,0,Low,High Floor
flat, Atlanta CHS,5.25,4,4,3,Old Property,2570,1,0,0,Medium,Mid Floor
flat, Arihant Residency,1.3,3,3,3,Relatively New,1176,0,1,1,Medium,High Floor
flat, Atul Blue Excellency,1.4,2,2,2,Under Construction,1372,0,0,0,Low,Mid Floor
house, AP White Rose,1.25,2,5,1,New Property,120,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,3.25,3,3,3,Relatively New,2072,0,0,0,Medium,High Floor
flat," Sheth Beau Pride, Bandra",0.99,3,2,3,Under Construction,1091,0,0,0,Low,Low Floor
flat, Arihant Residency,1.3,2,4,2,Relatively New,1223,0,0,0,Medium,Mid Floor
house, Acharya Aashram,5.5,8,8,3+,Moderately Old,2385,0,0,1,Low,Mid Floor
house, Aashvi Heights,7.2,4,4,2,Old Property,4494,1,1,0,Low,Low Floor
flat, Ashwamedh Atlantis,1.65,4,4,3+,Relatively New,2214,0,0,0,High,High Floor
flat, Anora Residency,0.9,3,3,3,Moderately Old,1537,0,0,1,Medium,Mid Floor
flat, Shapoorji Pallonji Skyraa,1.9,2,2,2,Relatively New,1250,0,0,0,Medium,Mid Floor
house, Ajmera Midtown,5.5,9,9,3+,Moderately Old,4200,1,0,1,Low,Mid Floor
flat, Ashwamedh Atlantis,1.25,3,3,3,Relatively New,1640,0,0,0,High,Mid Floor
house, AP White Rose,0.75,2,4,1,Moderately Old,713,0,0,0,Medium,Mid Floor
flat, Aakash Nidhi,3.2,3,4,3+,New Property,2517,0,0,0,Low,Low Floor
flat, Avanya,1.8,3,4,3+,Relatively New,1837,1,0,0,Medium,Low Floor
flat, Ashford Royale Tower D,1.8,3,3,2,New Property,1551,0,1,1,High,Mid Floor
house, Adinath Saanvi Heights,7,4,4,3+,Relatively New,3240,1,0,1,Low,Low Floor
flat, Avanya,0.5,2,2,2,New Property,622,0,0,0,Low,High Floor
flat, Ahuja Tower,3.5,5,5,3+,Relatively New,2896,0,0,2,Low,High Floor
house, Acropolis,5,6,4,0,Moderately Old,4000,0,0,0,Low,Mid Floor
flat, Arihant Anmol Phase II,0.91,3,2,2,Moderately Old,1473,0,0,0,Low,High Floor
house, Acropolis,4,4,4,3+,Moderately Old,2400,1,0,0,Low,Low Floor
flat, Alfa Mana A M Residency,2.85,3,3,3,Relatively New,1950,0,0,1,Medium,High Floor
flat, Aadi Allure Wings A To E,0.5,2,2,1,New Property,704,0,0,2,Medium,High Floor
flat, Atlanta Enclave,2.1,3,3,3,New Property,1833,1,0,0,Low,High Floor
house, Arihant Aloki Phase 1,2,2,2,1,Relatively New,1800,0,0,0,Low,Low Floor
flat, Godrej Horizon Delhi,6.15,3,5,3+,Relatively New,4271,1,0,2,Low,Low Floor
flat, Apna Ghar,0.92,3,3,3,Relatively New,1652,0,0,0,Medium,Low Floor
house, Hiranandani Garden Powai,1.45,3,2,1,Relatively New,1800,0,0,0,Low,Low Floor
flat, Acropolis,1.55,3,4,3+,Moderately Old,1738,1,0,0,Medium,Mid Floor
flat, ACME Ozone Phase 2,2.36,4,6,3+,Relatively New,2729,1,0,1,High,Mid Floor
flat, Ambrosia,1.2,2,2,2,Under Construction,877,0,0,0,Low,High Floor
flat," Sheth Beau Pride, Bandra",0.5,2,2,3,Moderately Old,905,0,0,0,Low,Low Floor
flat, ACME Oasis,3.25,4,4,3,Relatively New,3077,1,0,0,Medium,High Floor
flat, Piramal Mahalaxmi,1.35,2,2,2,Under Construction,828,0,0,0,Low,Mid Floor
flat, Godrej Horizon Delhi,2.35,3,3,2,Relatively New,1650,1,0,0,High,Mid Floor
flat, Anora Residency,0.38,2,2,1,Relatively New,925,0,0,0,Medium,Mid Floor
flat, Ankurdev Danvijay CHSL,2.11,3,2,3,Relatively New,2250,0,0,1,Medium,Mid Floor
flat, A K Plaza,1.48,2,2,3,Relatively New,1300,0,1,0,High,High Floor
house, Prestige Jasdan Classic,17,5,6,3,Old Property,4518,1,1,1,Medium,Low Floor
flat, The M D Co Op Housing Federation,0.41,2,2,3,New Property,654,0,0,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,2.05,4,4,3+,Relatively New,2500,1,0,1,Low,Mid Floor
flat, Raymond Tenx Habitat Delhi,2.95,4,5,3+,Relatively New,2851,1,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.53,2,2,2,Relatively New,913,0,0,0,High,Low Floor
house, Arihant Aloki Phase 1,2.43,4,4,2,Old Property,345,0,1,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",0.95,4,5,3+,Moderately Old,1717,1,0,0,Low,Mid Floor
house, ANA Avant Garde Phase 1,7.25,4,4,3,Relatively New,3240,1,1,1,Medium,Low Floor
flat, Ashish,1.19,3,3,2,Relatively New,1778,1,0,1,Low,Mid Floor
flat, Anmol Apartment,0.59,2,2,3,Under Construction,1133,0,0,0,Medium,Low Floor
flat, Aashray Aanand,0.6,2,2,3,New Property,789,0,0,0,Medium,Mid Floor
flat, Ashar Edge,1.41,2,2,2,Under Construction,1150,0,0,0,Medium,Low Floor
flat, ANA Avant Garde Phase 1,1.75,3,3,3,Old Property,2200,1,0,1,Medium,Mid Floor
house, Alfa Mana A M Residency,15.1,5,5,3+,New Property,8067.8,1,1,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.35,2,2,2,Relatively New,528,0,0,0,Medium,High Floor
flat, Atlanta CHS,2.75,3,4,3+,Moderately Old,2222,1,0,1,Low,Mid Floor
house, Andheri Green Field Towers CHSL,5.25,9,9,3+,Relatively New,4650,1,0,1,Medium,Mid Floor
flat, ACME Avenue,1,2,2,3,New Property,1311,0,0,0,Low,High Floor
flat, Agarwal Doshi Complex,0.95,2,2,2,Moderately Old,1084,0,0,1,Medium,Mid Floor
flat, Ashtha Heights,0.85,3,3,3+,Moderately Old,1946,1,0,0,Low,Mid Floor
flat, Atlantic heritage,3.25,3,3,3+,Old Property,2558,0,0,1,Medium,Low Floor
flat, Ashish,1.25,3,3,2,Relatively New,1792,1,0,0,Medium,Low Floor
house, Hiranandani Garden Powai,8.4,4,4,3+,Relatively New,2430,1,1,1,Medium,Low Floor
house, Ajmera Treon,0.8,5,4,3,Under Construction,146,0,0,0,Low,Mid Floor
flat, ACME Avenue,1,2,2,3,Relatively New,889,0,0,0,Low,High Floor
flat, Aashray Aanand,3.4,4,5,3+,Relatively New,2670,1,0,1,Medium,High Floor
flat, ACME Ozone Phase 2,0.93,2,3,3,Relatively New,1613,1,0,1,Medium,Mid Floor
house, Birla Niyaara Worli,1.18,3,3,3+,Relatively New,1611,0,0,1,High,Low Floor
flat, Agarwal Paramount,10.75,5,7,3,Relatively New,4990,1,0,1,High,Mid Floor
flat, Ankurdev Danvijay CHSL,1.55,3,3,3+,Moderately Old,1810,1,0,1,Low,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.9,3,3,1,Relatively New,2000,0,0,0,Medium,High Floor
flat, Aadi Allure Wings A To E,2.45,3,3,2,Relatively New,1800,1,0,1,High,Mid Floor
flat, ACME Avenue,0.92,2,2,3,Under Construction,1127,0,0,0,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.4,3,3,1,Relatively New,1376,0,0,0,High,High Floor
flat, Anmol Apartment,0.27,2,2,1,Relatively New,498,0,0,0,Medium,Mid Floor
flat, Ashford Royale,2,4,5,3+,Moderately Old,2114,1,0,1,Medium,Mid Floor
flat, Agarwal Lifestyle,0.5,2,2,1,Under Construction,844,0,0,0,Medium,Mid Floor
flat, Ambrosia,0.2,1,1,1,Relatively New,301,0,0,0,Medium,Mid Floor
flat, Amardeep Anutham,3.2,3,3,3+,Under Construction,2224,1,0,0,Low,Mid Floor
flat, Ashford Royale,1.63,3,5,3,Relatively New,1527,1,0,0,Low,High Floor
flat, Ashford Royale Tower D,2,3,3,2,Under Construction,1346,0,0,0,Low,Mid Floor
flat, Arihant Residency,1.29,2,2,3,New Property,1423,0,0,0,Low,Mid Floor
flat, Arihant Residency,1.25,2,2,3,Relatively New,1383,0,0,0,Low,Low Floor
house, ACME Ozone Phase 2,3.25,4,3,3+,Under Construction,4000,0,0,0,Medium,High Floor
flat, Agami Emerald,1.4,2,2,3,Under Construction,1448,0,0,0,Medium,High Floor
flat, Ankurdev Danvijay CHSL,1.45,3,3,3+,Moderately Old,1719,0,0,1,Medium,Low Floor
flat, Lodha Bellagio Delhi,1.25,3,4,2,Relatively New,1900,1,0,1,High,Mid Floor
house, Anand Ashram,0.59,2,2,2,Moderately Old,585,0,0,0,Low,Low Floor
flat, Arkade Earth,2.9,4,4,3+,Moderately Old,2157,1,0,0,Medium,Mid Floor
flat, Godrej Horizon Delhi,2.15,2,2,3+,Relatively New,1433,0,0,0,Low,High Floor
flat, Agarwal Paramount,7.56,4,4,3+,Relatively New,4200,1,0,1,Medium,High Floor
flat, Ashish,0.75,2,2,2,Relatively New,1199,0,0,1,Low,Mid Floor
flat, Godrej Horizon Delhi,2.29,3,4,3+,Relatively New,1833,1,0,2,High,Low Floor
flat, Anmol Apartment,1.9,4,4,3+,New Property,2835,0,0,0,Medium,Low Floor
flat, Atul Blue Excellency,3.7,3,3,3+,Under Construction,2667,0,0,0,Medium,Low Floor
house, Ashish Samriddhi,9.25,9,9,3+,Moderately Old,5000,1,1,1,Medium,Mid Floor
house," Lodha Allura, Worli",1.5,2,3,2,New Property,1053,0,0,1,Medium,Low Floor
flat, Piramal Mahalaxmi,1.54,3,3,3,Relatively New,1315,1,0,0,Medium,High Floor
flat, Mahindra Happinest Kalyan,2.7,4,3,3,Old Property,3150,0,0,0,Low,Mid Floor
house, Ashish Samriddhi,9.35,10,10,3+,Moderately Old,7500,1,0,1,Medium,Mid Floor
flat, ACME Ozone,3.21,3,4,3+,Relatively New,2140,1,0,1,High,High Floor
flat, Aashray Aanand,3.5,4,5,3+,Relatively New,2700,1,0,1,Low,Mid Floor
flat, Arkade Earth Hazel,1.3,3,3,3,Relatively New,1715,1,0,1,Low,High Floor
flat, Shapoorji Pallonji Skyraa,0.7,2,2,1,Moderately Old,1468,0,0,0,Low,Mid Floor
flat, Ambrosia,2.55,4,4,3+,Relatively New,2303,1,0,0,Low,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.75,3,3,3,New Property,1466,0,0,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,4.7,4,4,3+,Relatively New,6268,1,0,1,Medium,High Floor
flat, Aditya Purnima Pride,0.4,3,2,1,Relatively New,1000,0,0,0,Low,Mid Floor
house, Atlanta CHS,11.5,7,8,3+,Old Property,9000,1,1,1,Low,Mid Floor
flat, ACME Ozone,6.75,4,4,3+,New Property,4000,1,0,1,High,Low Floor
flat, Agami Emerald,1.55,3,4,1,Relatively New,1421,1,0,0,Low,Low Floor
flat, Lodha Bellagio Delhi,0.67,2,2,2,Relatively New,1250,0,0,1,High,Mid Floor
flat, Avanya,0.5,2,2,1,Relatively New,494,0,0,0,Medium,High Floor
flat, Piramal Mahalaxmi,1.45,3,3,3,Relatively New,1300,1,0,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,0.9,3,3,0,Relatively New,1780,0,0,0,Low,Mid Floor
house, Adityaraj Saphalya,1.85,3,3,3,Moderately Old,278,0,0,0,Low,Low Floor
flat, Avon Chs Limited,1.4,4,3,3,Old Property,1444,0,0,1,Medium,Mid Floor
flat, Adityaraj Saphalya,2.8,3,3,3,Relatively New,2048,0,1,2,High,Low Floor
flat, Aditya Purnima Pride,0.28,2,2,1,Relatively New,600,0,0,0,Medium,Mid Floor
flat, Ashwamedh Atlantis,1.25,3,3,3,Relatively New,1557,0,0,0,Medium,High Floor
flat, Ambrosia,2.49,3,3,3+,Relatively New,2217,1,0,1,Medium,High Floor
flat, Ashwamedh Atlantis,0.64,2,2,3,Old Property,1199,0,0,0,Medium,Mid Floor
house, Ahuja Prasadam,2.5,5,4,3,Old Property,1850,0,1,0,Low,Low Floor
flat, Ajmera Yogi Hills,2,5,4,3,Old Property,3556,1,0,2,Low,Mid Floor
flat, A K Plaza,1.5,2,2,1,New Property,1556,0,0,0,Low,Mid Floor
flat, Atlanta Enclave,0.75,2,2,2,Relatively New,1180,0,0,1,High,Mid Floor
flat, ACME Ozone Phase 2,0.9,2,2,2,Relatively New,1222,0,0,0,Low,Low Floor
flat, The M D Co Op Housing Federation,0.5,1,1,1,New Property,600,0,0,0,Low,Mid Floor
house, Ashoka Swaroop Residency,9,10,5,3+,Old Property,8100,0,0,0,Low,Mid Floor
flat, Adityaraj Saphalya,1,1,1,1,Relatively New,826,0,0,0,Low,High Floor
flat, Aakash Nidhi,1.75,2,2,2,Under Construction,1249,0,0,0,Medium,High Floor
house, Amara,1.5,3,3,0,Old Property,210,0,0,0,Low,Low Floor
flat, Atlantic heritage,5.7,3,3,3,Moderately Old,1382,0,0,0,Low,Low Floor
house, Ajita Complex,5.6,6,4,3,Old Property,2700,1,0,1,Low,Mid Floor
flat, Shapoorji Pallonji Skyraa,2,4,4,3+,Relatively New,2500,1,0,1,High,Mid Floor
flat, Agarwal Agarwal Exotica,0.9,2,2,2,Relatively New,1186,0,0,2,Medium,High Floor
flat, Amidhara,2.7,3,3,3+,Moderately Old,2400,1,0,0,High,Mid Floor
flat, Arihant Anmol Phase II,0.6,2,1,1,Relatively New,667,0,0,0,Low,High Floor
house, Agami Emerald,0.85,3,2,0,Relatively New,900,0,0,0,Low,Low Floor
flat, Alfa Mana A M Residency,2.8,3,4,3,Relatively New,1700,1,0,1,Medium,Mid Floor
house, Apsara Heritage,6.25,9,9,3+,New Property,2660,1,0,1,Medium,Mid Floor
house, Ajmera Zeon,1.3,3,2,1,Relatively New,1152,0,0,0,Medium,Mid Floor
house, Aadinath Developers Prem Narayan Residency,1.9,10,9,3+,Relatively New,5018,0,0,2,Low,Mid Floor
flat, Amardeep Anutham,0.39,1,1,1,Relatively New,567,0,0,0,Medium,Mid Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.81,3,3,3+,Moderately Old,1900,1,0,0,Medium,Low Floor
flat, Lodha Bellagio Delhi,1.77,3,4,3,Moderately Old,1450,1,0,1,Medium,Mid Floor
flat, Ambrosia,2.65,4,4,3+,Relatively New,2851,1,0,0,High,Mid Floor
flat, Apna Ghar,0.41,2,2,2,New Property,565,0,0,1,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",2,4,5,3+,Relatively New,2453,1,0,1,Medium,High Floor
flat, Aadi Allure Wings A To E,2.4,3,3,3+,Relatively New,1650,1,0,2,Low,High Floor
house, Ajmera Treon,0.47,2,1,1,Moderately Old,624,0,1,0,Low,Low Floor
flat, Apna Ghar,0.85,2,2,3,New Property,1222,0,0,0,Low,Mid Floor
flat, Arsiwala Essar Apex,1.17,2,2,2,Relatively New,1276,0,0,0,Medium,Low Floor
flat, Adityaraj Saphalya,3.5,3,4,3,Relatively New,2225,1,1,1,High,High Floor
flat, Birla Niyaara Worli,1.82,3,3,3,Relatively New,1600,0,0,0,Medium,High Floor
house, Apsara Heritage,6.21,6,6,3+,Old Property,2700,1,1,0,Medium,Mid Floor
flat, Alfa Mana A M Residency,1.5,2,3,3,Relatively New,1330,1,0,1,Medium,Low Floor
house, Acropolis,5.7,5,5,2,Old Property,4550,0,0,2,Medium,Low Floor
flat, Arihant Residency,0.95,2,2,3,New Property,1385,0,0,0,Low,Mid Floor
flat, The M D Co Op Housing Federation,0.37,1,1,1,Relatively New,319,0,0,1,Medium,Mid Floor
flat, Ajmera Redwood Building,2.75,4,5,3+,Old Property,2200,1,0,2,Medium,Mid Floor
flat, Amidhara,6.75,4,4,0,Moderately Old,3395,0,0,0,Low,Mid Floor
flat, Shapoorji Pallonji Skyraa,1.25,3,3,3,Relatively New,1500,1,0,0,High,Low Floor
flat, Atlanta CHS,2.1,3,3,1,Old Property,1233,0,1,1,Medium,Low Floor
flat, Ashford Royale Tower D,1.9,4,4,3,New Property,1991,0,0,1,Medium,Mid Floor
house, Amara,0.8,2,4,1,Moderately Old,981,0,0,0,Low,Low Floor
house, Agami Emerald,9.5,6,6,3+,Moderately Old,4914,0,0,1,Low,Mid Floor
flat, Ashtha Heights,2.01,4,4,3+,Moderately Old,1956,0,0,2,Low,Mid Floor
flat, Agarwal Doshi Complex,0.37,1,1,2,Relatively New,450,0,0,0,Medium,Low Floor
flat, Avanya,1.4,3,4,3+,Relatively New,2137,1,0,0,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.76,3,4,2,Relatively New,1674,0,0,0,High,Low Floor
flat, Ashwamedh Atlantis,1.42,4,4,3+,Moderately Old,2139,1,1,0,Low,Mid Floor
house, Aditya Purnima Pride,1,3,4,2,Relatively New,900,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,1.1,2,2,1,Under Construction,817,0,0,0,Medium,Mid Floor
flat, Atlanta Enclave,1.9,3,4,3+,New Property,1582,1,0,1,Low,Mid Floor
flat, Birla Niyaara Worli,1.9,4,3,3,New Property,2111,0,1,0,Medium,Low Floor
flat, Atlantic heritage,1.75,3,3,3+,Moderately Old,2100,1,0,1,Medium,Mid Floor
flat, Atlanta Enclave,1.55,4,4,3+,Relatively New,1800,1,0,2,Low,Low Floor
flat, Apna Ghar,1.2,2,2,1,Relatively New,1149,0,0,0,Low,Mid Floor
flat, Arkade Earth Hazel,1.28,3,4,3+,Moderately Old,1740,1,0,0,Medium,High Floor
flat, Ahuja Tower,1.25,3,2,3,Relatively New,1667,0,0,1,Medium,Low Floor
flat, Lodha Bellagio Delhi,0.69,2,2,2,Relatively New,1075,0,0,0,Low,Mid Floor
flat, ACME Ozone,3.3,3,3,3+,Relatively New,2000,1,0,1,High,Mid Floor
flat, Apna Ghar,1.2,2,2,3,Relatively New,1457,0,0,1,Medium,Mid Floor
flat, Atlanta Enclave,1.2,3,3,3,Relatively New,1822,0,0,0,Low,High Floor
flat, Atlantic heritage,4.85,3,4,3+,Moderately Old,1607,1,0,2,High,Mid Floor
house, Acropolis,0.4,3,4,2,Moderately Old,900,0,0,0,Low,Low Floor
flat, Adinath Saanvi Heights,0.86,2,2,2,Relatively New,1294,0,0,1,Medium,High Floor
flat, Agami Emerald,1.7,3,3,3+,New Property,1697,0,0,1,Low,Mid Floor
flat, Ashford Royale,1.15,2,2,2,Relatively New,1500,0,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.2,2,2,1,New Property,743,0,0,0,Low,Mid Floor
flat, Arihant Residency,1.1,3,3,3,Relatively New,1154,0,0,1,Medium,High Floor
flat, Aadi Allure Wings A To E,1.45,3,3,3,Relatively New,1650,0,0,1,Medium,Mid Floor
house, Raymond Tenx Habitat Delhi,6.3,4,5,3+,Relatively New,7000,0,0,1,Medium,Low Floor
flat, Anmol Apartment,1.1,2,2,3,New Property,1368,0,0,0,Medium,Mid Floor
flat, Ahuja Tower,1.87,3,3,3,Moderately Old,1668,0,0,0,Low,High Floor
flat, Adityaraj Saphalya,2.98,3,3,3,Relatively New,2047,0,0,1,Low,Low Floor
house, Ajmera Iland,4.65,5,5,3+,Moderately Old,2646,0,0,1,Low,Low Floor
flat, Arkade Earth,4.16,5,4,3+,Relatively New,3219,1,0,0,Low,High Floor
flat, Birla Niyaara Worli,2.75,3,3,3+,Relatively New,2150,0,0,0,Low,High Floor
flat, Aadi Allure Wings A To E,2.25,3,3,3+,Relatively New,1600,1,0,2,Low,High Floor
flat," Lodha Allura, Worli",0.3,2,2,1,New Property,650,0,0,0,Medium,High Floor
house, ACME Oasis,1,3,2,2,Old Property,120,0,0,0,Low,Low Floor
flat, Ashar Sapphire,2,3,3,3,New Property,1806,0,0,0,Medium,High Floor
flat, Ashar Sapphire,2.7,3,4,3+,Relatively New,2217,1,0,1,Low,Mid Floor
flat, Ashar Sapphire,1.38,2,2,3,New Property,1350,0,0,0,High,Mid Floor
flat, Atlanta Enclave,1.05,3,3,3,Relatively New,1600,0,0,0,Low,Mid Floor
flat, ACME Ozone Phase 2,1.5,3,3,3+,Under Construction,1741,0,0,0,Medium,Mid Floor
flat, Ajmera I Land,2.5,2,3,2,Relatively New,1403,0,0,0,Medium,Mid Floor
flat, Ankurdev Danvijay CHSL,1.65,3,3,3+,Moderately Old,2131,0,0,1,Medium,Mid Floor
flat, Aashray Aanand,3.45,4,5,3+,Relatively New,2670,1,0,0,Medium,Mid Floor
flat, Godrej Horizon Delhi,1.3,2,2,2,Relatively New,812,0,0,0,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",0.95,2,2,2,Under Construction,804,0,0,0,Medium,Low Floor
flat, Ashford Royale,1.25,2,2,3,Relatively New,1222,0,0,0,Low,Mid Floor
flat, Arkade Earth,2.23,3,3,3,Relatively New,1840,0,0,0,Low,High Floor
flat, Ashish,1.25,4,4,3,Moderately Old,1970,1,0,0,Medium,High Floor
flat, Arihant Residency,2,3,4,3+,Relatively New,2629,1,0,1,High,Low Floor
flat, ANA Avant Garde Phase 1,2.5,4,5,3,Moderately Old,2167,0,0,1,Low,Low Floor
flat, Adityaraj Saphalya,3.4,3,4,3,Relatively New,2123,1,0,1,Medium,High Floor
